0, 3157
0, 374, 325, 0, 1, 0
1, 374, 325, 0, 1, 0
2, 374, 325, 0, 1, 0
3, 374, 325, 0, 1, 0
4, 374, 325, 0, 1, 0
5, 374, 325, 0, 1, 0
6, 374, 325, 0, 1, 0
7, 374, 325, 0, 1, 0
8, 374, 325, 0, 1, 0
9, 374, 326, 1, 1, 0
10, 374, 325, 0, 1, 0
11, 374, 325, 0, 1, 0
12, 374, 325, 0, 1, 0
13, 374, 325, 0, 1, 0
14, 374, 325, 0, 1, 0
15, 374, 326, 1, 1, 0
16, 374, 326, 0, 1, 0
17, 374, 326, 0, 1, 0
18, 374, 326, 0, 1, 0
19, 374, 326, 0, 1, 0
20, 374, 326, 0, 1, 0
21, 374, 326, 0, 1, 0
22, 374, 326, 0, 1, 0
23, 374, 326, 0, 1, 0
24, 374, 326, 0, 1, 0
25, 374, 326, 0, 1, 0
26, 374, 326, 0, 1, 0
27, 374, 326, 0, 1, 0
28, 374, 326, 0, 1, 0
29, 374, 326, 0, 1, 0
30, 374, 326, 0, 1, 0
31, 374, 326, 0, 1, 0
32, 374, 325, 0, 1, 0
33, 374, 326, 0, 1, 0
34, 374, 326, 0, 1, 0
35, 374, 326, 0, 1, 0
36, 374, 326, 0, 1, 0
37, 374, 326, 0, 1, 0
38, 373, 326, 1, 1, 0
39, 373, 326, 1, 1, 0
40, 373, 326, 1, 1, 0
41, 373, 326, 1, 1, 0
42, 373, 326, 1, 1, 0
43, 373, 326, 1, 1, 0
44, 373, 326, 1, 1, 0
45, 374, 325, 1, 1, 0
46, 374, 326, 1, 1, 0
47, 374, 325, 1, 1, 0
48, 374, 326, 1, 1, 0
49, 374, 326, 1, 1, 0
50, 373, 326, 1, 1, 0
51, 373, 326, 1, 1, 0
52, 373, 326, 1, 1, 0
53, 373, 326, 1, 1, 0
54, 373, 326, 1, 1, 0
55, 373, 326, 1, 1, 0
56, 373, 326, 1, 1, 0
57, 373, 326, 1, 1, 0
58, 373, 326, 1, 1, 0
59, 373, 326, 1, 1, 0
60, 373, 326, 1, 1, 0
61, 373, 326, 1, 1, 0
62, 373, 326, 1, 1, 0
63, 373, 326, 1, 1, 0
64, 373, 326, 1, 1, 0
65, 373, 326, 1, 1, 0
66, 373, 326, 1, 1, 0
67, 373, 326, 1, 1, 0
68, 373, 326, 1, 1, 0
69, 373, 326, 1, 1, 0
70, 373, 326, 1, 1, 0
71, 373, 326, 1, 1, 0
72, 373, 326, 1, 1, 0
73, 373, 326, 1, 1, 0
74, 373, 326, 1, 1, 0
75, 373, 326, 1, 1, 0
76, 373, 326, 1, 1, 0
77, 373, 326, 1, 1, 0
78, 373, 326, 1, 1, 0
79, 373, 326, 1, 1, 0
80, 373, 326, 1, 1, 0
81, 373, 326, 1, 1, 0
82, 373, 326, 1, 1, 0
83, 373, 326, 1, 1, 0
84, 373, 326, 1, 1, 0
85, 373, 326, 1, 1, 0
86, 373, 326, 1, 1, 0
87, 373, 326, 1, 1, 0
88, 373, 326, 1, 1, 0
89, 373, 326, 1, 1, 0
90, 373, 326, 1, 1, 0
91, 373, 326, 1, 1, 0
92, 373, 326, 1, 1, 0
93, 373, 326, 1, 1, 0
94, 373, 326, 1, 1, 0
95, 373, 326, 1, 1, 0
96, 373, 326, 1, 1, 0
97, 373, 326, 1, 1, 0
98, 373, 326, 1, 1, 0
99, 373, 326, 1, 1, 0
100, 373, 326, 1, 1, 0
101, 373, 326, 1, 1, 0
102, 372, 326, 1, 1, 0
103, 373, 326, 1, 1, 0
104, 372, 326, 1, 1, 0
105, 373, 326, 1, 1, 0
106, 373, 326, 1, 1, 0
107, 373, 326, 1, 1, 0
108, 373, 326, 1, 1, 0
109, 373, 326, 1, 1, 0
110, 373, 326, 1, 1, 0
111, 373, 326, 1, 1, 0
112, 373, 326, 1, 1, 0
113, 373, 326, 1, 1, 0
114, 373, 326, 0, 1, 0
115, 373, 326, 1, 1, 0
116, 373, 326, 0, 1, 0
117, 373, 326, 0, 1, 0
118, 373, 326, 0, 1, 0
119, 373, 326, 0, 1, 0
120, 373, 326, 0, 1, 0
121, 373, 326, 1, 1, 0
122, 373, 326, 1, 1, 0
123, 373, 326, 0, 1, 0
124, 373, 326, 1, 1, 0
125, 373, 326, 1, 1, 0
126, 373, 326, 1, 1, 0
127, 373, 326, 1, 1, 0
128, 373, 326, 1, 1, 0
129, 373, 326, 0, 1, 0
130, 373, 326, 0, 1, 0
131, 373, 326, 1, 1, 0
132, 373, 326, 0, 1, 0
133, 373, 326, 1, 1, 0
134, 373, 326, 1, 1, 0
135, 373, 326, 1, 1, 0
136, 373, 326, 1, 1, 0
137, 373, 326, 1, 1, 0
138, 373, 326, 1, 1, 0
139, 373, 326, 1, 1, 0
140, 373, 326, 1, 1, 0
141, 373, 326, 1, 1, 0
142, 373, 326, 1, 1, 0
143, 373, 326, 1, 1, 0
144, 373, 326, 1, 1, 0
145, 373, 326, 1, 1, 0
146, 373, 326, 1, 1, 0
147, 373, 326, 1, 1, 0
148, 373, 326, 1, 1, 0
149, 373, 326, 1, 1, 0
150, 373, 326, 1, 1, 0
151, 373, 326, 1, 1, 0
152, 373, 326, 1, 1, 0
153, 373, 326, 1, 1, 0
154, 373, 326, 1, 1, 0
155, 373, 326, 1, 1, 0
156, 373, 326, 1, 1, 0
157, 373, 326, 1, 1, 0
158, 373, 326, 1, 1, 0
159, 373, 326, 1, 1, 0
160, 374, 326, 1, 1, 0
161, 374, 326, 1, 1, 0
162, 374, 326, 1, 1, 0
163, 374, 326, 2, 1, 0
164, 374, 326, 1, 1, 0
165, 374, 326, 1, 1, 0
166, 374, 326, 1, 1, 0
167, 374, 326, 1, 1, 0
168, 374, 326, 1, 1, 0
169, 374, 326, 1, 1, 0
170, 374, 326, 1, 1, 0
171, 374, 326, 1, 1, 0
172, 374, 326, 1, 1, 0
173, 374, 326, 1, 1, 0
174, 374, 326, 1, 1, 0
175, 374, 326, 1, 1, 0
176, 374, 326, 1, 1, 0
